         2719936 function calls (2672071 primitive calls) in 31.928 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:470(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1060(winfo_rooty)
        1    0.000    0.000    0.000    0.000 __init__.py:1107(winfo_toplevel)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:27(ExecutionStats)
       16    0.000    0.000    0.000    0.000 typing.py:165(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1761(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1785(SupportsAbs)
        1    0.000    0.000    0.000    0.000 container.py:22(Sequential)
        1    0.000    0.000    0.000    0.000 container.py:96(ModuleList)
        3    0.000    0.000    0.000    0.000 __init__.py:7(is_available)
        1    0.000    0.000    0.000    0.000 conv.py:5(Conv2d)
        1    0.000    0.000    0.000    0.000 __init__.py:1378(OrderedBufferDict)
        2    0.000    0.000    0.000    0.000 constraint_registry.py:83(__init__)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:87(RelaxedOneHotCategorical)
        1    0.000    0.000    0.000    0.000 transforms.py:1012(RandomAffine)
        1    0.000    0.000    0.000    0.000 ImageStat.py:29(Stat)
        1    0.000    0.000    0.000    0.000 flickr.py:104(Flickr30k)
        6    0.000    0.000    0.000    0.000 rendering.py:174(set_color)
        1    0.000    0.000    0.000    0.000 event.py:154(EventDispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:279(CheckerImagePattern)
        1    0.000    0.000    0.000    0.000 __init__.py:72(ImageDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:99(ImageEncoder)
        1    0.000    0.000    0.000    0.000 gdiplus.py:94(BitmapData)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        2    0.000    0.000    0.000    0.000 tokenize.py:739(generate_tokens)
        1    0.000    0.000    0.000    0.000 closer.py:5(Closer)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        2    0.000    0.000    0.000    0.000 utils.py:70(__init__)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 core.py:1310(_replace_dtype_fields)
        4    0.000    0.000    0.000    0.000 core.py:3347(dtype)
        1    0.000    0.000    0.000    0.000 extras.py:1459(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 __init__.py:680(Filterer)
        1    0.000    0.000    0.000    0.000 tuple.py:5(Tuple)
        1    0.000    0.000    0.000    0.000 reduction.py:244(AbstractReducer)
        1    0.000    0.000    0.000    0.000 transforms.py:1727(Affine2DBase)
        1    0.000    0.000    0.000    0.000 ticker.py:1470(Locator)
        1    0.000    0.000    0.000    0.000 patches.py:1905(_Style)
        1    0.000    0.000    0.000    0.000 patches.py:3791(Fancy)
        1    0.000    0.000    0.000    0.000 mathtext.py:950(StixFonts)
        4    0.000    0.000    0.000    0.000 backend_bases.py:95(register_backend)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2462(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
        1    0.000    0.000    0.000    0.000 backend_tools.py:968(ToolPan)
        1    0.000    0.000    0.000    0.000 figure.py:164(SubplotParams)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 rrule.py:92(rrulebase)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1233(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:86(TimerTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:721(ToolTip)
        1    0.000    0.000    0.000    0.000 __init__.py:342(set)
        1    0.000    0.000    0.000    0.000 __init__.py:531(BooleanVar)
        1    0.000    0.000    0.000    0.000 __init__.py:2160(Place)
        1    0.000    0.000    0.000    0.000 util.py:147(Finalize)
        1    0.000    0.000    0.000    0.000 _reduction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:203(ModuleDict)
        1    0.000    0.000    0.000    0.000 sparse.py:9(Embedding)
        1    0.000    0.000    0.000    0.000 __init__.py:2082(_disable_tracing)
        1    0.000    0.000    0.000    0.000 linear.py:11(Quantize)
        1    0.000    0.000    0.000    0.000 connection.py:268(PipeConnection)
        1    0.000    0.000    0.000    0.000 connection.py:422(Listener)
        1    0.000    0.000    0.000    0.000 request.py:2363(ftpwrapper)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 transforms.py:80(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:393(AffineTransform)
        1    0.000    0.000    0.000    0.000 dataset.py:168(ConcatDataset)
        4    0.000    0.000    0.000    0.000 _torch_docs.py:26(merge_dicts)
        1    0.000    0.000    0.000    0.000 semeion.py:10(SEMEION)
        1    0.000    0.000    0.000    0.000 video_recorder.py:15(VideoRecorder)
        1    0.000    0.000    0.000    0.000 __init__.py:260(SolidColorImagePattern)
        1    0.000    0.000    0.000    0.000 bmp.py:95(BITMAPV4HEADER)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:293(finfo)
       10    0.000    0.000    0.000    0.000 case.py:1316(_deprecate)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        2    0.000    0.000    0.000    0.000 __init__.py:384(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1010(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1456(addHandler)
        1    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.004    0.004 __init__.py:876(rc_params)
        1    0.000    0.000    0.000    0.000 inspect.py:479(getmro)
        1    0.000    0.000    0.000    0.000 gzip.py:377(_GzipReader)
        5    0.000    0.000    0.000    0.000 rcsetup.py:153(validate_float_or_None)
        2    0.000    0.000    0.000    0.000 rcsetup.py:331(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:298(ParseBaseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3848(ParseExpression)
        1    0.000    0.000    0.000    0.000 ticker.py:221(TickHelper)
        1    0.000    0.000    0.000    0.000 blocking_input.py:100(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 backend_tools.py:572(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 widgets.py:2559(PolygonSelector)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 tarfile.py:336(_Stream)
        1    0.000    0.000    0.000    0.000 linear.py:33(Linear)
        2    0.000    0.000    0.000    0.000 init.py:123(ones_)
        1    0.000    0.000    0.000    0.000 container.py:436(ParameterDict)
        1    0.000    0.000    0.000    0.000 conv_fused.py:175(ConvBnReLU2d)
        1    0.000    0.000    0.000    0.000 frontend.py:617(<listcomp>)
        1    0.000    0.000    0.000    0.000 lbfgs.py:183(LBFGS)
        1    0.000    0.000    0.000    0.000 zipfile.py:595(LZMACompressor)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 transforms.py:297(ExpTransform)
        1    0.000    0.000    0.000    0.000 observer.py:66(_ObserverBase)
        1    0.000    0.000    0.000    0.000 dataloader.py:354(_MultiProcessingDataLoaderIter)
        1    0.000    0.000    0.000    0.000 ElementTree.py:542(ElementTree)
        1    0.000    0.000    0.000    0.000 celeba.py:9(CelebA)
        1    0.000    0.000    0.000    0.000 sbd.py:12(SBDataset)
        1    0.000    0.000    0.000    0.000 continuous_mountain_car.py:25(Continuous_MountainCarEnv)
        1    0.000    0.000    0.000    0.000 win32.py:190(Win32Context)
        1    0.000    0.000    0.000    0.000 win32.py:25(Win32Screen)
        1    0.000    0.000    0.000    0.000 types.py:304(TEXTMETRIC)
        1    0.000    0.000    0.000    0.000 basestring.py:25(__instancecheck__)
        1    0.000    0.000    0.000    0.000 gdiplus.py:114(PropertyItem)
        1    0.000    0.000    0.000    0.000 03_DQN_training.py:20(DQN)
        1    0.000    0.000    0.000    0.000 03_DQN_training.py:141(num_actions_available)
        2    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:311(CDLL)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 pathlib.py:127(<setcomp>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:60(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 _datasource.py:626(Repository)
        1    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        6    0.000    0.000    0.000    0.000 case.py:420(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 multi_discrete.py:5(MultiDiscrete)
        1    0.000    0.000    0.000    0.000 selectors.py:205(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 rcsetup.py:707(ValidateInterval)
        1    0.000    0.000    0.000    0.000 colors.py:885(Normalize)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 _cm.py:66(cubehelix)
        1    0.000    0.000    0.000    0.000 ticker.py:1354(PercentFormatter)
        1    0.000    0.000    0.000    0.000 patches.py:1212(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:3190(_Base)
        2    0.000    0.000    0.000    0.000 widgets.py:33(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:254(Slider)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 dates.py:1229(RRuleLocator)
        1    0.000    0.000    0.000    0.000 offsetbox.py:746(TextArea)
        3    0.000    0.000    0.000    0.000 legend_handler.py:210(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:440(__init__)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:236(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 geo.py:16(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 tarfile.py:612(_FileInFile)
        2    0.000    0.000    0.000    0.000 __init__.py:65(is_available)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:8(SpectralNorm)
        1    0.000    0.000    0.000    0.000 __init__.py:1435(ScriptMeta)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:61(_ResourceSharer)
        1    0.000    0.000    0.000    0.000 hub.py:24(tqdm)
        1    0.000    0.000    0.000    0.000 request.py:652(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:62(__init__)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:35(InvertedResidual)
        1    0.000    0.000    0.000    0.000 transforms.py:607(RandomResizedCrop)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:335(Color3DLUT)
        1    0.000    0.000    0.000    0.000 ucf101.py:10(UCF101)
        1    0.000    0.000    0.000    0.000 types.py:218(BITMAPV5HEADER)
       11    0.000    0.000    0.000    0.000 __init__.py:259(_ViewEventHandler)
        2    0.000    0.000    0.000    0.000 __init__.py:1057(_event_erasebkgnd)
       11    0.000    0.000    0.000    0.000 enum.py:599(value)
        1    0.000    0.000    0.000    0.000 03_DQN_training.py:106(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:316(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:438(TracebackException)
        1    0.000    0.000    0.000    0.000 tokenize.py:344(_get_normal_name)
        1    0.000    0.000    0.000    0.000 core.py:252(unwrapped)
        1    0.000    0.000    0.000    0.000 fnmatch.py:38(_compile_pattern)
        1    0.000    0.000    0.000    0.000 datetime.py:964(tzinfo)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:113(<genexpr>)
        3    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 {built-in method sys._current_frames}
        6    0.000    0.000    0.000    0.000 core.py:841(__init__)
        1    0.000    0.000    0.000    0.000 case.py:1396(_SubTest)
        1    0.000    0.000    0.000    0.000 __init__.py:1150(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        6    0.000    0.000    0.000    0.000 inspect.py:253(iscode)
        5    0.000    0.000    0.000    0.000 rcsetup.py:223(validate_int_or_None)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2886(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4419(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4969(Forward)
        1    0.000    0.000    0.000    0.000 decoder.py:253(JSONDecoder)
        1    0.000    0.000    0.000    0.000 transforms.py:1587(TransformWrapper)
        1    0.000    0.000    0.000    0.000 ticker.py:2203(LogLocator)
        1    0.000    0.000    0.000    0.000 patches.py:932(PathPatch)
        1    0.000    0.000    0.000    0.000 mathtext.py:87(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:766(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 widgets.py:969(RadioButtons)
        1    0.000    0.000    0.015    0.015 core.py:151(load_base_library)
        3    0.000    0.000    0.000    0.000 _subplots.py:217(<genexpr>)
        1    0.000    0.000    0.000    0.000 win.py:48(tzres)
        1    0.000    0.000    0.000    0.000 units.py:93(ConversionInterface)
        1    0.000    0.000    0.000    0.000 offsetbox.py:363(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1320(OffsetImage)
        1    0.000    0.000    0.000    0.000 csv.py:131(DictWriter)
        1    0.000    0.000    0.000    0.000 scale.py:775(<listcomp>)
        1    0.000    0.000    0.000    0.000 geo.py:260(AitoffAxes)
        1    0.000    0.000    0.000    0.000 geo.py:434(LambertAxes)
